time;x;y;z
20.054;-0.108;0.325;0.940
20.056;-0.113;0.324;0.938
20.057;-0.118;0.322;0.936
20.060;-0.118;0.322;0.933
20.061;-0.116;0.324;0.929
20.064;-0.110;0.324;0.929
20.068;-0.098;0.319;0.931
20.096;-0.077;0.313;0.933
20.097;-0.062;0.311;0.937
20.097;-0.056;0.309;0.940
20.098;-0.060;0.310;0.944
20.098;-0.074;0.314;0.945
20.098;-0.091;0.319;0.944
20.103;-0.112;0.324;0.941
20.107;-0.132;0.329;0.939
20.112;-0.149;0.332;0.939
20.116;-0.158;0.334;0.942
20.128;-0.156;0.337;0.947
20.129;-0.148;0.339;0.950
20.131;-0.138;0.339;0.955
20.156;-0.127;0.339;0.964
20.157;-0.113;0.337;0.971
20.157;-0.103;0.337;0.971
20.157;-0.197;0.352;0.487
20.158;-0.187;0.363;0.461
20.161;-0.108;0.391;0.769
20.166;-0.108;0.422;0.852
20.172;-0.102;0.422;0.838
20.175;-0.094;0.391;0.861
20.180;-0.073;0.347;0.942
20.185;-0.065;0.323;1.014
20.190;-0.084;0.310;1.054
20.195;-0.115;0.307;1.072
20.200;-0.144;0.312;1.075
20.205;-0.174;0.318;1.069
20.215;-0.201;0.325;1.046
20.220;-0.208;0.331;1.019
20.228;-0.196;0.334;0.981
20.230;-0.161;0.334;0.945
20.235;-0.126;0.329;0.915
20.260;-0.099;0.326;0.905
20.261;-0.078;0.328;0.913
20.262;-0.066;0.331;0.934
20.263;-0.064;0.336;0.960
20.263;-0.066;0.339;0.987
20.290;-0.075;0.338;1.004
20.290;-0.085;0.336;1.012
20.291;-0.098;0.334;1.010
20.291;-0.105;0.336;1.002
20.291;-0.106;0.334;0.986
20.291;-0.101;0.332;0.971
