time;x;y;z
7.969;0.173;-0.837;0.026
7.969;0.110;-0.866;-0.031
7.970;0.101;-0.880;-0.076
7.970;0.098;-0.886;-0.077
7.975;0.081;-0.878;-0.097
7.977;0.045;-0.862;-0.105
7.982;0.056;-0.842;-0.121
7.986;0.076;-0.833;-0.087
7.993;0.076;-0.828;-0.044
7.996;0.045;-0.827;-0.017
8.001;0.017;-0.836;-0.025
8.025;0.013;-0.855;-0.042
8.026;0.036;-0.864;-0.067
8.026;0.076;-0.867;-0.104
8.027;0.115;-0.872;-0.151
8.027;0.140;-0.878;-0.194
8.030;0.154;-0.886;-0.242
8.035;0.170;-0.893;-0.299
8.040;0.190;-0.902;-0.391
8.045;0.210;-0.899;-0.523
8.050;0.233;-0.903;-0.644
8.056;0.270;-0.919;-0.710
8.060;0.311;-0.953;-0.681
8.065;0.339;-1.001;-0.607
8.070;0.360;-1.044;-0.604
8.076;0.391;-1.084;-0.758
8.079;0.454;-1.133;-1.212
8.085;0.551;-1.223;-1.894
8.100;0.659;-1.335;-2.104
8.101;0.733;-1.420;-1.699
8.102;0.727;-1.447;-1.127
8.131;0.667;-1.410;-0.663
8.132;0.517;-1.336;-0.281
8.133;0.535;-1.197;-0.075
8.133;0.612;-1.037;0.061
8.134;0.679;-0.896;0.168
8.134;0.715;-0.827;0.210
8.134;0.651;-0.860;0.245
8.141;0.525;-0.965;0.258
8.143;0.371;-1.096;0.228
8.148;0.216;-1.227;0.199
8.154;0.072;-1.354;0.203
8.158;-0.045;-1.468;0.185
8.163;-0.124;-1.575;0.045
8.168;-0.260;-1.679;-0.235
8.184;-0.393;-1.726;-0.563
8.186;-0.553;-1.726;-1.055
8.186;-0.503;-1.648;-1.090
8.187;-0.378;-1.540;-0.624
8.218;-0.147;-1.425;-0.082
8.219;0.051;-1.296;0.255
8.220;0.150;-1.153;0.389
8.220;0.148;-0.989;0.404
8.221;0.105;-0.860;0.372
8.226;0.046;-0.773;0.306
8.227;0.006;-0.724;0.238
8.231;-0.004;-0.702;0.190
8.236;-0.019;-0.699;0.174
8.243;-0.053;-0.725;0.184
8.246;-0.088;-0.771;0.187
8.251;-0.122;-0.837;0.184
8.260;-0.145;-0.915;0.199
8.261;-0.155;-0.994;0.219
8.265;-0.137;-1.059;0.225
8.270;-0.101;-1.112;0.232
8.280;-0.068;-1.142;0.238
8.280;-0.047;-1.163;0.250
8.285;-0.045;-1.172;0.264
8.315;-0.052;-1.165;0.279
8.316;-0.054;-1.144;0.293
8.316;-0.027;-1.116;0.298
8.317;0.007;-1.074;0.298
8.317;0.027;-1.027;0.295
8.318;0.045;-0.983;0.292
8.319;0.061;-0.942;0.289
8.325;0.076;-0.911;0.291
8.328;0.083;-0.886;0.310
8.333;0.073;-0.863;0.329
8.340;0.068;-0.840;0.323
8.343;0.070;-0.810;0.302
8.348;0.059;-0.785;0.298
8.353;0.033;-0.775;0.306
8.358;0.013;-0.775;0.318
8.363;0.014;-0.770;0.333
8.368;0.036;-0.755;0.341
8.381;0.057;-0.733;0.339
8.382;0.068;-0.718;0.337
8.387;0.076;-0.718;0.335
8.387;0.089;-0.720;0.330
8.406;0.089;-0.720;0.315
8.407;0.074;-0.718;0.294
8.407;0.063;-0.720;0.277
8.407;0.061;-0.725;0.264
8.411;0.058;-0.733;0.256
8.416;0.054;-0.746;0.249
8.421;0.058;-0.755;0.245
8.426;0.062;-0.766;0.241
8.431;0.061;-0.783;0.242
8.435;0.057;-0.798;0.235
8.440;0.060;-0.819;0.219
8.448;0.064;-0.844;0.211
8.451;0.056;-0.873;0.215
8.461;0.011;-0.901;0.205
8.465;0.001;-0.953;0.220
8.479;0.005;-1.000;0.230
8.479;-0.001;-1.030;0.210
8.480;-0.003;-1.043;0.175
8.485;0.019;-1.034;0.127
8.500;0.039;-1.026;0.082
8.500;0.060;-1.019;0.051
8.501;0.093;-1.017;0.051
8.517;0.104;-1.011;0.062
8.517;0.094;-1.002;0.070
8.518;0.075;-0.995;0.069
8.518;0.072;-0.986;0.067
8.523;0.089;-0.982;0.072
8.528;0.117;-0.980;0.081
8.533;0.138;-0.986;0.089
8.538;0.172;-0.994;0.094
8.543;0.229;-1.001;0.098
8.548;0.288;-1.012;0.111
8.552;0.334;-1.025;0.118
8.557;0.375;-1.032;0.102
8.563;0.418;-1.041;0.068
8.567;0.465;-1.053;0.026
8.577;0.514;-1.064;-0.024
8.578;0.558;-1.077;-0.082
8.583;0.599;-1.097;-0.154
8.587;0.637;-1.122;-0.287
8.596;0.669;-1.144;-0.543
8.597;0.688;-1.168;-0.806
8.602;0.692;-1.204;-0.852
8.607;0.698;-1.229;-0.638
8.611;0.708;-1.231;-0.337
8.616;0.717;-1.216;-0.086
8.621;0.718;-1.189;0.083
8.627;0.711;-1.168;0.182
8.632;0.694;-1.141;0.223
8.637;0.670;-1.114;0.231
8.644;0.646;-1.088;0.217
8.647;0.628;-1.058;0.197
8.653;0.612;-1.023;0.180
8.662;0.584;-0.996;0.162
8.664;0.538;-0.983;0.158
8.665;0.511;-1.002;0.178
8.670;0.512;-1.056;0.218
8.688;0.535;-1.127;0.267
8.689;0.557;-1.205;0.307
8.690;0.574;-1.280;0.334
8.715;0.584;-1.337;0.337
8.716;0.581;-1.365;0.279
8.716;0.553;-1.354;0.199
8.717;0.489;-1.305;0.068
8.717;0.389;-1.231;-0.053
8.717;0.344;-1.153;-0.083
8.719;0.337;-1.098;0.012
8.724;0.314;-1.059;0.145
8.734;0.285;-1.036;0.263
8.738;0.251;-1.013;0.320
8.744;0.187;-0.980;0.313
8.749;0.105;-0.962;0.286
8.754;0.054;-0.978;0.282
8.760;0.029;-1.022;0.287
8.765;0.018;-1.082;0.312
8.769;0.037;-1.135;0.348
8.778;0.058;-1.175;0.365
8.779;0.085;-1.195;0.394
8.784;0.121;-1.196;0.405
8.789;0.150;-1.189;0.421
8.819;0.130;-1.192;0.422
8.822;0.107;-1.198;0.422
8.823;0.101;-1.191;0.401
8.824;0.119;-1.177;0.363
8.824;0.131;-1.158;0.313
8.825;0.127;-1.136;0.255
8.825;0.106;-1.112;0.195
8.827;0.071;-1.080;0.128
8.831;0.043;-1.050;0.057
8.837;0.020;-1.035;-0.004
8.859;0.016;-1.015;-0.054
8.859;0.018;-0.983;-0.093
8.860;0.005;-0.948;-0.111
8.860;0.003;-0.913;-0.113
8.860;0.017;-0.886;-0.087
8.865;0.001;-0.862;-0.033
8.870;-0.015;-0.834;0.012
8.876;-0.011;-0.801;0.045
8.880;-0.001;-0.770;0.074
8.885;0.023;-0.744;0.085
8.898;0.050;-0.711;0.072
8.899;0.056;-0.684;0.081
8.900;0.058;-0.673;0.097
8.905;0.019;-0.681;0.118
8.939;-0.034;-0.684;0.151
8.940;-0.057;-0.681;0.148
8.940;-0.025;-0.668;0.133
8.941;0.012;-0.677;0.118
8.942;0.015;-0.682;0.113
8.943;-0.023;-0.678;0.150
8.944;-0.051;-0.677;0.154
8.957;-0.060;-0.683;0.149
8.958;-0.097;-0.691;0.162
8.959;-0.116;-0.691;0.178
8.959;-0.095;-0.687;0.173
8.968;-0.083;-0.694;0.166
8.970;-0.077;-0.703;0.149
8.979;-0.037;-0.710;0.132
8.979;-0.003;-0.722;0.119
9.044;-0.009;-0.738;0.112
9.044;-0.023;-0.750;0.117
9.044;-0.015;-0.760;0.106
9.045;-0.011;-0.768;0.095
9.045;-0.018;-0.786;0.098
9.045;-0.003;-0.802;0.093
9.045;0.003;-0.807;0.094
9.046;0.001;-0.809;0.084
9.046;-0.004;-0.807;0.078
9.046;-0.018;-0.811;0.069
9.046;-0.020;-0.810;0.065
9.046;-0.022;-0.810;0.051
9.047;-0.005;-0.807;0.029
9.052;0.001;-0.806;-0.011
9.056;0.019;-0.812;-0.063
9.061;0.044;-0.814;-0.121
9.066;0.077;-0.820;-0.197
9.071;0.129;-0.827;-0.300
9.085;0.185;-0.840;-0.419
9.087;0.238;-0.877;-0.510
9.088;0.299;-0.949;-0.581
9.120;0.367;-1.015;-0.659
9.121;0.437;-1.069;-0.780
9.122;0.572;-1.135;-1.022
9.122;0.751;-1.237;-1.416
9.123;0.915;-1.369;-1.789
9.123;1.060;-1.482;-1.894
9.124;1.090;-1.554;-1.701
9.126;0.920;-1.600;-1.275
9.129;0.714;-1.595;-0.824
9.134;0.599;-1.510;-0.439
9.139;0.663;-1.348;-0.219
9.145;0.852;-1.186;-0.220
9.149;0.975;-1.035;-0.373
9.155;0.926;-0.861;-0.419
9.161;0.721;-0.722;-0.249
9.163;0.486;-0.681;0.006
9.168;0.277;-0.751;0.212
9.173;0.174;-0.893;0.307
9.178;0.137;-1.065;0.306
9.183;0.066;-1.229;0.261
9.188;-0.027;-1.364;0.213
9.209;-0.067;-1.487;0.186
9.213;-0.066;-1.589;0.125
9.215;-0.083;-1.668;-0.053
9.216;-0.075;-1.694;-0.076
9.217;-0.137;-1.699;-0.437
9.218;-0.260;-1.660;-0.928
9.223;-0.279;-1.573;-1.045
9.252;-0.155;-1.446;-0.631
9.253;0.020;-1.282;-0.138
9.253;0.058;-1.091;0.128
9.254;0.037;-0.908;0.203
9.254;0.030;-0.778;0.199
9.255;0.004;-0.707;0.173
9.256;-0.011;-0.677;0.165
9.267;-0.025;-0.673;0.166
9.271;-0.036;-0.688;0.170
9.295;-0.064;-0.737;0.173
9.297;-0.116;-0.817;0.213
9.298;-0.168;-0.908;0.281
9.300;-0.209;-0.994;0.330
9.303;-0.228;-1.065;0.360
9.303;-0.220;-1.121;0.378
9.305;-0.183;-1.159;0.391
9.330;-0.130;-1.185;0.393
9.331;-0.072;-1.194;0.376
9.331;-0.014;-1.183;0.354
9.332;0.038;-1.156;0.343
9.332;0.080;-1.120;0.337
9.334;0.108;-1.080;0.337
9.339;0.124;-1.038;0.332
9.344;0.129;-0.997;0.320
9.349;0.128;-0.962;0.314
9.354;0.129;-0.921;0.306
9.359;0.124;-0.884;0.321
9.364;0.117;-0.859;0.351
9.369;0.116;-0.837;0.373
9.373;0.123;-0.815;0.383
9.378;0.131;-0.786;0.375
9.383;0.135;-0.756;0.360
9.388;0.139;-0.734;0.345
9.399;0.138;-0.720;0.327
9.400;0.129;-0.712;0.308
9.403;0.110;-0.708;0.286
9.433;0.095;-0.708;0.280
9.434;0.108;-0.711;0.286
9.434;0.126;-0.723;0.288
9.434;0.140;-0.736;0.282
9.435;0.143;-0.741;0.265
9.435;0.123;-0.746;0.242
9.437;0.095;-0.754;0.218
9.443;0.070;-0.762;0.187
9.447;0.053;-0.773;0.158
9.451;0.043;-0.788;0.137
9.456;0.036;-0.806;0.120
9.461;0.033;-0.826;0.105
9.466;0.032;-0.844;0.087
9.471;0.041;-0.867;0.071
9.486;0.055;-0.885;0.054
9.487;0.070;-0.905;0.041
9.489;0.077;-0.925;0.031
9.530;0.080;-0.945;0.031
9.531;0.095;-0.960;0.039
9.532;0.118;-0.971;0.053
9.532;0.143;-0.978;0.065
9.532;0.172;-0.980;0.073
9.533;0.198;-0.983;0.086
9.533;0.226;-0.982;0.102
9.533;0.245;-0.978;0.119
9.534;0.265;-0.972;0.133
9.539;0.284;-0.964;0.143
9.544;0.298;-0.958;0.149
9.550;0.304;-0.953;0.148
9.554;0.315;-0.949;0.137
9.560;0.330;-0.945;0.127
9.564;0.346;-0.949;0.115
9.568;0.360;-0.957;0.104
9.573;0.375;-0.965;0.094
9.579;0.386;-0.975;0.080
9.584;0.394;-0.982;0.064
9.590;0.399;-0.991;0.046
9.610;0.402;-1.003;0.029
9.614;0.402;-1.011;0.010
9.615;0.403;-1.024;-0.014
9.616;0.407;-1.035;-0.042
9.617;0.418;-1.046;-0.069
9.619;0.429;-1.058;-0.095
9.624;0.441;-1.068;-0.121
9.657;0.454;-1.075;-0.150
9.658;0.466;-1.077;-0.167
9.658;0.480;-1.087;-0.161
9.658;0.495;-1.093;-0.122
9.658;0.514;-1.095;-0.065
9.659;0.541;-1.088;-0.004
9.659;0.565;-1.071;0.053
9.662;0.574;-1.052;0.100
9.667;0.570;-1.033;0.142
9.671;0.555;-1.019;0.185
9.678;0.536;-1.013;0.221
9.681;0.517;-1.031;0.252
9.686;0.510;-1.065;0.282
9.691;0.522;-1.105;0.316
9.710;0.551;-1.159;0.362
9.713;0.583;-1.230;0.410
9.715;0.599;-1.303;0.429
9.716;0.596;-1.362;0.418
9.718;0.570;-1.394;0.397
9.722;0.546;-1.372;0.363
9.757;0.491;-1.294;0.307
9.759;0.407;-1.198;0.243
9.760;0.355;-1.115;0.202
9.760;0.336;-1.045;0.202
9.761;0.325;-0.991;0.226
9.762;0.265;-0.950;0.240
9.762;0.191;-0.934;0.248
9.763;0.101;-0.938;0.278
9.766;0.028;-0.955;0.320
9.769;-0.007;-0.985;0.347
9.774;-0.021;-1.016;0.351
9.782;0.018;-1.046;0.354
9.784;0.075;-1.062;0.361
9.789;0.103;-1.091;0.389
9.823;0.101;-1.144;0.426
9.824;0.078;-1.196;0.444
9.824;0.045;-1.215;0.420
9.824;0.013;-1.228;0.382
9.825;0.011;-1.251;0.322
9.825;0.011;-1.265;0.261
9.829;-0.005;-1.272;0.182
9.832;-0.016;-1.284;0.075
9.837;0.001;-1.293;-0.057
9.845;0.025;-1.287;-0.211
9.847;0.039;-1.254;-0.323
9.852;0.051;-1.187;-0.342
9.857;0.042;-1.111;-0.261
9.862;0.012;-1.053;-0.139
9.867;-0.018;-0.999;-0.031
9.872;-0.042;-0.951;0.047
9.887;-0.050;-0.910;0.079
9.888;-0.062;-0.882;0.084
9.889;-0.073;-0.859;0.070
9.930;-0.091;-0.844;0.053
9.931;-0.113;-0.824;0.038
9.931;-0.128;-0.795;0.018
9.932;-0.157;-0.776;0.023
9.932;-0.168;-0.771;0.032
9.933;-0.126;-0.760;0.012
9.933;-0.078;-0.744;-0.016
9.934;-0.063;-0.725;-0.015
9.935;-0.077;-0.714;0.011
9.935;-0.100;-0.708;0.050
9.944;-0.087;-0.705;0.065
9.944;-0.056;-0.705;0.056
9.950;-0.030;-0.706;0.057
9.955;-0.010;-0.705;0.073
9.964;0.000;-0.706;0.094
9.965;0.023;-0.707;0.112
9.969;0.039;-0.705;0.111
9.974;0.020;-0.715;0.120
9.989;0.010;-0.722;0.175
9.990;0.009;-0.741;0.207
9.991;-0.003;-0.759;0.204
9.995;-0.032;-0.760;0.185
10.036;-0.058;-0.748;0.165
10.037;-0.053;-0.742;0.143
10.038;-0.039;-0.740;0.107
10.039;-0.046;-0.753;0.098
10.039;-0.049;-0.774;0.105
10.040;-0.049;-0.786;0.106
10.040;-0.034;-0.792;0.100
10.041;-0.010;-0.792;0.084
10.041;0.003;-0.798;0.051
10.045;0.006;-0.803;-0.002
10.047;-0.001;-0.814;-0.070
10.053;-0.006;-0.824;-0.153
10.057;-0.011;-0.832;-0.238
10.068;-0.010;-0.837;-0.319
10.072;-0.007;-0.840;-0.385
10.091;-0.003;-0.854;-0.443
10.092;0.011;-0.857;-0.487
10.093;0.038;-0.853;-0.518
10.095;0.080;-0.861;-0.536
10.137;0.116;-0.885;-0.561
10.137;0.179;-0.916;-0.623
10.138;0.247;-0.950;-0.683
10.138;0.302;-0.980;-0.713
10.138;0.361;-1.013;-0.717
10.139;0.423;-1.057;-0.718
10.139;0.499;-1.110;-0.814
10.139;0.589;-1.183;-1.114
10.140;0.726;-1.297;-1.636
10.140;0.871;-1.409;-1.932
10.145;0.880;-1.478;-1.622
10.150;0.790;-1.465;-1.142
10.156;0.649;-1.382;-0.809
10.161;0.489;-1.282;-0.529
10.164;0.458;-1.188;-0.292
10.169;0.485;-1.064;-0.163
10.175;0.611;-0.914;-0.120
10.179;0.709;-0.788;-0.056
10.185;0.731;-0.721;0.016
10.189;0.603;-0.730;0.144
10.205;0.408;-0.806;0.247
10.206;0.230;-0.931;0.285
10.207;0.082;-1.069;0.266
10.209;-0.034;-1.201;0.216
10.215;-0.093;-1.330;0.161
10.219;-0.094;-1.448;0.055
10.224;-0.102;-1.559;-0.129
10.247;-0.159;-1.659;-0.354
10.248;-0.248;-1.704;-0.728
10.248;-0.325;-1.659;-1.014
10.249;-0.297;-1.537;-0.909
10.249;-0.131;-1.392;-0.440
10.252;0.079;-1.233;-0.008
10.257;0.166;-1.058;0.222
10.262;0.126;-0.886;0.304
10.267;0.066;-0.756;0.314
10.272;0.027;-0.671;0.295
10.282;0.001;-0.630;0.274
10.283;-0.018;-0.626;0.260
10.286;-0.054;-0.661;0.276
10.291;-0.095;-0.737;0.312
10.302;-0.116;-0.834;0.337
10.303;-0.122;-0.943;0.363
10.306;-0.138;-1.042;0.413
10.311;-0.146;-1.139;0.441
10.315;-0.138;-1.226;0.417
10.320;-0.119;-1.289;0.405
10.326;-0.095;-1.337;0.393
10.335;-0.051;-1.359;0.369
10.340;0.001;-1.356;0.327
10.346;0.039;-1.325;0.274
10.351;0.059;-1.281;0.223
10.355;0.065;-1.224;0.196
10.361;0.057;-1.172;0.210
10.365;0.054;-1.111;0.232
10.369;0.078;-1.051;0.248
10.374;0.110;-1.008;0.261
10.380;0.136;-0.969;0.277
10.385;0.135;-0.932;0.299
10.389;0.138;-0.897;0.328
10.401;0.134;-0.866;0.349
10.401;0.122;-0.848;0.367
10.405;0.124;-0.836;0.361
10.409;0.136;-0.822;0.350
10.435;0.132;-0.807;0.346
10.435;0.120;-0.790;0.352
10.436;0.108;-0.774;0.360
10.436;0.109;-0.757;0.355
10.436;0.109;-0.745;0.342
10.441;0.100;-0.734;0.326
10.443;0.086;-0.731;0.305
10.448;0.069;-0.731;0.277
10.452;0.058;-0.734;0.249
10.457;0.052;-0.743;0.223
10.462;0.048;-0.759;0.200
10.467;0.043;-0.778;0.177
10.472;0.043;-0.795;0.152
10.487;0.049;-0.811;0.130
10.487;0.058;-0.821;0.110
10.487;0.069;-0.830;0.092
10.491;0.082;-0.837;0.079
10.519;0.096;-0.847;0.077
10.520;0.113;-0.858;0.087
10.520;0.131;-0.870;0.103
10.520;0.145;-0.879;0.119
10.520;0.158;-0.890;0.133
10.521;0.168;-0.896;0.143
10.526;0.178;-0.898;0.150
10.531;0.191;-0.896;0.157
10.535;0.191;-0.896;0.161
10.540;0.174;-0.894;0.160
10.546;0.161;-0.884;0.148
10.551;0.154;-0.868;0.126
10.556;0.149;-0.855;0.096
10.561;0.143;-0.844;0.075
10.566;0.150;-0.833;0.061
10.571;0.170;-0.824;0.062
10.576;0.188;-0.822;0.070
10.587;0.206;-0.824;0.083
10.588;0.218;-0.826;0.094
10.590;0.230;-0.839;0.100
10.634;0.238;-0.849;0.100
10.635;0.249;-0.867;0.104
10.635;0.279;-0.886;0.104
10.636;0.314;-0.906;0.104
10.636;0.350;-0.930;0.112
10.637;0.379;-0.958;0.125
10.637;0.410;-0.992;0.141
10.638;0.444;-1.020;0.146
10.638;0.469;-1.054;0.151
10.644;0.494;-1.087;0.160
10.649;0.517;-1.122;0.168
10.654;0.521;-1.161;0.166
10.658;0.521;-1.190;0.160
10.667;0.536;-1.204;0.145
10.669;0.571;-1.202;0.106
10.673;0.614;-1.189;0.060
10.689;0.646;-1.179;0.023
10.691;0.666;-1.167;-0.006
10.692;0.684;-1.157;-0.034
10.694;0.701;-1.146;-0.059
10.727;0.714;-1.144;-0.075
10.728;0.715;-1.154;-0.066
10.728;0.717;-1.177;0.000
10.729;0.728;-1.213;0.103
10.729;0.749;-1.261;0.204
10.729;0.779;-1.313;0.297
10.730;0.798;-1.366;0.367
10.731;0.782;-1.417;0.417
10.736;0.728;-1.449;0.438
10.741;0.635;-1.442;0.413
10.748;0.514;-1.381;0.334
10.751;0.383;-1.280;0.227
10.756;0.278;-1.176;0.136
10.761;0.249;-1.095;0.088
10.767;0.277;-1.035;0.101
10.771;0.290;-0.974;0.130
10.776;0.272;-0.902;0.141
10.795;0.241;-0.843;0.166
10.796;0.211;-0.813;0.206
10.797;0.177;-0.816;0.244
10.798;0.119;-0.846;0.292
10.803;0.053;-0.876;0.358
10.804;0.007;-0.901;0.393
10.809;-0.037;-0.945;0.404
10.839;-0.050;-1.002;0.406
10.840;-0.031;-1.056;0.407
10.841;0.006;-1.103;0.411
10.841;0.042;-1.146;0.419
10.841;0.072;-1.194;0.411
10.842;0.082;-1.217;0.390
10.844;0.078;-1.240;0.359
10.848;0.085;-1.236;0.296
10.853;0.089;-1.220;0.227
10.858;0.086;-1.199;0.151
10.868;0.087;-1.184;0.067
10.874;0.094;-1.176;-0.027
10.878;0.084;-1.166;-0.106
10.888;0.081;-1.153;-0.152
10.889;0.064;-1.125;-0.186
10.893;0.041;-1.093;-0.171
10.928;-0.001;-1.055;-0.118
10.928;-0.041;-1.004;-0.070
10.929;-0.062;-0.958;-0.027
10.929;-0.091;-0.921;0.027
10.929;-0.078;-0.889;0.060
10.929;-0.044;-0.857;0.056
10.930;-0.062;-0.833;0.068
10.931;-0.088;-0.823;0.088
10.936;-0.075;-0.827;0.097
10.941;-0.111;-0.816;0.129
10.946;-0.131;-0.798;0.140
10.951;-0.141;-0.788;0.139
10.955;-0.141;-0.772;0.151
10.960;-0.119;-0.761;0.146
10.966;-0.097;-0.763;0.120
10.970;-0.086;-0.756;0.136
10.975;-0.072;-0.748;0.141
10.988;-0.062;-0.736;0.143
10.990;-0.059;-0.724;0.155
10.990;-0.046;-0.719;0.154
11.027;-0.030;-0.713;0.146
11.028;-0.023;-0.714;0.141
11.029;-0.031;-0.715;0.129
11.029;-0.019;-0.716;0.110
11.030;0.006;-0.711;0.097
11.031;0.027;-0.706;0.085
11.031;0.033;-0.718;0.072
11.032;0.021;-0.742;0.069
11.037;0.001;-0.767;0.081
11.039;-0.001;-0.783;0.063
11.045;0.041;-0.783;0.011
11.049;0.103;-0.787;-0.007
11.054;0.126;-0.808;-0.041
11.059;0.090;-0.837;-0.069
11.065;0.048;-0.855;-0.047
11.069;-0.000;-0.863;-0.013
11.073;-0.043;-0.860;0.027
11.078;-0.065;-0.853;0.057
11.083;-0.074;-0.839;0.079
11.088;-0.053;-0.825;0.085
11.093;-0.034;-0.812;0.070
11.107;0.009;-0.792;0.033
11.109;0.026;-0.786;0.007
11.110;0.036;-0.788;-0.032
11.163;0.054;-0.807;-0.085
11.164;0.112;-0.816;-0.150
11.164;0.169;-0.809;-0.248
11.164;0.205;-0.801;-0.373
11.164;0.257;-0.812;-0.496
11.165;0.287;-0.857;-0.580
11.165;0.314;-0.914;-0.641
11.165;0.349;-0.980;-0.714
11.166;0.415;-1.039;-0.849
11.166;0.472;-1.106;-1.064
11.166;0.533;-1.181;-1.335
11.171;0.614;-1.273;-1.497
11.176;0.725;-1.374;-1.491
11.181;0.831;-1.467;-1.331
11.185;0.847;-1.523;-1.040
11.190;0.785;-1.511;-0.727
11.195;0.768;-1.389;-0.477
11.208;0.695;-1.200;-0.273
11.209;0.669;-0.980;-0.127
11.211;0.778;-0.814;-0.121
11.217;0.810;-0.728;-0.169
11.220;0.776;-0.693;-0.167
11.225;0.630;-0.724;-0.054
11.261;0.383;-0.827;0.117
11.262;0.175;-0.979;0.218
11.263;0.073;-1.146;0.244
11.264;0.021;-1.310;0.254
11.266;0.012;-1.472;0.276
11.267;0.023;-1.623;0.279
11.268;0.010;-1.746;0.116
11.270;-0.066;-1.826;-0.129
11.271;-0.229;-1.846;-0.565
11.277;-0.368;-1.789;-1.082
11.279;-0.329;-1.652;-1.045
11.291;-0.127;-1.494;-0.492
11.293;0.081;-1.324;0.041
11.294;0.174;-1.119;0.284
11.317;0.128;-0.916;0.344
11.318;0.048;-0.762;0.331
11.318;0.003;-0.672;0.274
11.318;-0.018;-0.634;0.234
11.318;-0.040;-0.634;0.208
11.321;-0.072;-0.661;0.175
11.327;-0.100;-0.724;0.132
11.332;-0.118;-0.818;0.150
11.336;-0.111;-0.911;0.226
11.341;-0.079;-0.987;0.278
11.350;-0.048;-1.058;0.309
11.351;-0.021;-1.129;0.326
11.356;0.007;-1.186;0.333
11.361;0.031;-1.220;0.344
11.368;0.059;-1.239;0.351
11.371;0.073;-1.225;0.364
11.376;0.066;-1.191;0.353
11.386;0.058;-1.146;0.325
11.387;0.057;-1.102;0.303
11.391;0.049;-1.055;0.300
11.418;0.050;-1.010;0.305
11.419;0.061;-0.968;0.311
11.420;0.074;-0.918;0.316
11.421;0.087;-0.874;0.324
11.422;0.092;-0.842;0.333
11.425;0.098;-0.819;0.345
11.465;0.116;-0.799;0.348
11.481;0.124;-0.781;0.339
11.482;0.136;-0.756;0.327
11.483;0.152;-0.739;0.317
11.483;0.164;-0.727;0.302
11.483;0.164;-0.723;0.288
11.484;0.142;-0.729;0.278
11.484;0.125;-0.737;0.268
11.484;0.130;-0.739;0.263
11.484;0.135;-0.739;0.265
11.484;0.145;-0.742;0.271
11.485;0.146;-0.748;0.268
11.488;0.137;-0.754;0.261
11.493;0.125;-0.752;0.248
11.502;0.109;-0.747;0.225
11.503;0.089;-0.745;0.203
11.507;0.074;-0.748;0.190
11.512;0.063;-0.759;0.181
11.525;0.052;-0.777;0.176
11.525;0.041;-0.800;0.176
11.526;0.035;-0.824;0.181
11.532;0.035;-0.850;0.184
11.536;0.039;-0.876;0.179
11.541;0.048;-0.895;0.170
11.546;0.062;-0.916;0.164
11.551;0.077;-0.935;0.156
11.556;0.095;-0.944;0.145
11.561;0.114;-0.953;0.135
11.566;0.127;-0.963;0.132
11.571;0.141;-0.967;0.138
11.575;0.159;-0.963;0.146
11.589;0.176;-0.957;0.156
11.590;0.197;-0.952;0.170
11.590;0.226;-0.944;0.183
11.595;0.250;-0.938;0.191
11.616;0.272;-0.930;0.196
11.617;0.296;-0.925;0.190
11.617;0.310;-0.918;0.181
11.617;0.319;-0.914;0.170
11.619;0.326;-0.912;0.160
11.624;0.326;-0.918;0.147
11.629;0.331;-0.923;0.133
11.634;0.344;-0.930;0.117
11.639;0.357;-0.946;0.100
11.645;0.375;-0.966;0.070
11.653;0.386;-0.992;0.021
11.655;0.388;-1.023;-0.034
11.670;0.396;-1.059;-0.100
11.672;0.420;-1.086;-0.180
11.674;0.438;-1.104;-0.268
11.679;0.465;-1.104;-0.391
11.688;0.499;-1.102;-0.471
11.690;0.538;-1.103;-0.413
11.693;0.584;-1.099;-0.270
11.708;0.627;-1.091;-0.117
11.708;0.653;-1.080;0.006
11.709;0.662;-1.074;0.099
11.744;0.654;-1.067;0.156
11.744;0.642;-1.056;0.179
11.744;0.622;-1.041;0.187
11.745;0.598;-1.026;0.187
11.745;0.577;-1.008;0.180
11.745;0.556;-1.006;0.179
11.745;0.553;-1.037;0.193
11.746;0.562;-1.103;0.223
11.752;0.581;-1.183;0.257
11.756;0.599;-1.260;0.280
11.761;0.600;-1.336;0.285
11.767;0.587;-1.397;0.272
11.771;0.562;-1.422;0.242
11.776;0.518;-1.402;0.206
11.783;0.452;-1.337;0.168
11.786;0.410;-1.247;0.135
11.791;0.414;-1.180;0.157
11.795;0.378;-1.127;0.230
11.805;0.288;-1.067;0.294
11.806;0.194;-1.020;0.322
11.810;0.111;-0.998;0.328
11.833;0.040;-1.000;0.350
11.834;-0.001;-1.018;0.386
11.834;-0.019;-1.045;0.401
11.835;-0.017;-1.088;0.407
11.835;0.003;-1.153;0.414
11.839;0.016;-1.217;0.417
11.844;0.007;-1.262;0.423
11.850;-0.010;-1.289;0.427
11.854;-0.027;-1.313;0.427
11.859;-0.046;-1.337;0.416
11.870;-0.052;-1.362;0.385
11.871;-0.074;-1.387;0.340
11.875;-0.095;-1.394;0.275
11.880;-0.112;-1.364;0.190
11.887;-0.127;-1.326;0.090
11.890;-0.128;-1.285;0.000
11.894;-0.133;-1.236;-0.079
11.920;-0.141;-1.188;-0.155
11.922;-0.144;-1.148;-0.209
11.923;-0.137;-1.097;-0.202
11.923;-0.116;-1.027;-0.162
11.923;-0.102;-0.965;-0.096
