"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
1.205192188E1;3.314532638E-1;4.946114063E0;9.403657913E0;1.063027223E1
1.205392188E1;2.921596467E-1;4.924978256E0;9.420484543E0;1.063420411E1
1.205592188E1;2.593207657E-1;4.908295631E0;9.438987732E0;1.064204410E1
1.205792188E1;2.371887714E-1;4.896793365E0;9.458963394E0;1.065395853E1
1.205992188E1;2.060833126E-1;4.880972862E0;9.480071068E0;1.066480726E1
1.206192188E1;1.849089861E-1;4.872842312E0;9.504157066E0;1.068212456E1
1.206392188E1;1.838555336E-1;4.865276337E0;9.525523186E0;1.069767772E1
1.206592188E1;1.974546015E-1;4.857691288E0;9.536555290E0;1.070430006E1
1.206792188E1;2.079603523E-1;4.846515656E0;9.547740936E0;1.070940327E1
1.206992188E1;2.242792398E-1;4.828395844E0;9.551744461E0;1.070511699E1
1.207192188E1;2.460951954E-1;4.808035851E0;9.544255257E0;1.068974181E1
1.207392188E1;2.724409997E-1;4.801207542E0;9.546046257E0;1.068891094E1
1.207592188E1;2.972161770E-1;4.784276009E0;9.548095703E0;1.068380859E1
1.207792188E1;3.207655549E-1;4.771758556E0;9.548211098E0;1.067899365E1
1.207992188E1;3.529915214E-1;4.768407345E0;9.558170319E0;1.068741931E1
1.208192188E1;4.030686319E-1;4.769977570E0;9.577477455E0;1.070715764E1
1.208392188E1;4.538640082E-1;4.775244713E0;9.609473228E0;1.074015504E1
1.208592188E1;5.018534064E-1;4.782628536E0;9.648997307E0;1.078093417E1
1.208792188E1;5.490095615E-1;4.797692776E0;9.702693939E0;1.083796739E1
1.208992188E1;6.033387780E-1;4.808619976E0;9.748422623E0;1.088662424E1
1.209192188E1;6.583001018E-1;4.812537193E0;9.799592018E0;1.093736152E1
1.209392188E1;7.055903673E-1;4.824891090E0;9.845724106E0;1.098707035E1
1.209592188E1;7.473452687E-1;4.823387623E0;9.884978294E0;1.102435436E1
1.209792188E1;7.850491405E-1;4.823147774E0;9.914561272E0;1.105339684E1
1.209992188E1;8.248312473E-1;4.819652557E0;9.935487747E0;1.107354117E1
1.210192188E1;8.630905747E-1;4.817737103E0;9.951594353E0;1.109007422E1
1.210392188E1;8.951824307E-1;4.826049805E0;9.955895424E0;1.110008838E1
1.210592188E1;9.289694428E-1;4.832935333E0;9.944374084E0;1.109553172E1
1.210792188E1;9.443880320E-1;4.847358227E0;9.928390503E0;1.108880916E1
1.210992188E1;9.591267705E-1;4.865400791E0;9.896643639E0;1.106958013E1
1.211192188E1;9.676597118E-1;4.888260841E0;9.850885391E0;1.103953814E1
1.211392188E1;9.685311913E-1;4.917670727E0;9.799219131E0;1.100664498E1
1.211609688E1;9.642311931E-1;4.934708595E0;9.734862328E0;1.095667081E1
1.211792188E1;9.469642043E-1;4.950758934E0;9.653392792E0;1.089012156E1
1.211992188E1;9.440720081E-1;4.968035698E0;9.552558899E0;1.080851665E1
1.212192188E1;9.383164048E-1;4.977688789E0;9.438612938E0;1.071192035E1
1.212392188E1;9.352422357E-1;4.972009659E0;9.312745094E0;1.059824416E1
1.212592188E1;9.354146123E-1;4.964051723E0;9.172377586E0;1.047135715E1
1.212792188E1;9.349452853E-1;4.959809303E0;9.021476746E0;1.033735332E1
1.212992188E1;9.269678593E-1;4.935867310E0;8.870804787E0;1.019378404E1
1.213192188E1;9.351751804E-1;4.909722328E0;8.713217735E0;1.004490365E1
1.213392188E1;9.389867783E-1;4.877802849E0;8.557403564E0;9.894635545E0
1.213592188E1;9.441581964E-1;4.848957539E0;8.411835670E0;9.755142401E0
1.213792188E1;9.438039064E-1;4.823961735E0;8.279657364E0;9.628816059E0
1.213992188E1;9.508907199E-1;4.803956032E0;8.149852753E0;9.508011706E0
1.214192188E1;9.647387862E-1;4.787359238E0;8.036042213E0;9.403589945E0
1.214392188E1;9.872251749E-1;4.770772457E0;7.933340549E0;9.309821462E0
1.214592188E1;1.015265942E0;4.758495331E0;7.838530064E0;9.225865613E0
1.214792188E1;1.045950055E0;4.756330490E0;7.774374962E0;9.173744998E0
1.214992188E1;1.069700599E0;4.758504391E0;7.724058628E0;9.135026278E0
1.215192188E1;1.119078636E0;4.768234730E0;7.692627430E0;9.119480040E0
1.215392188E1;1.179776311E0;4.781699657E0;7.680369377E0;9.123847737E0
1.215592188E1;1.227401853E0;4.794963360E0;7.680627823E0;9.137298982E0
1.215792188E1;1.272939563E0;4.802289486E0;7.686824322E0;9.152574916E0
1.215992188E1;1.333857656E0;4.810152531E0;7.710766315E0;9.185459204E0
1.216192188E1;1.393051863E0;4.825465679E0;7.752099514E0;9.236923697E0
1.216392188E1;1.466726303E0;4.830560684E0;7.813467979E0;9.302466578E0
1.216609844E1;1.552620649E0;4.836047649E0;7.892907143E0;9.385945392E0
1.216797656E1;1.633879900E0;4.836277962E0;7.989125252E0;9.480784268E0
1.216992188E1;1.704499245E0;4.838547230E0;8.099613190E0;9.587522662E0
1.217192188E1;1.769784331E0;4.845212936E0;8.227625847E0;9.710924367E0
1.217392188E1;1.828710437E0;4.835530758E0;8.366336823E0;9.834741044E0
1.217592188E1;1.870685577E0;4.820619583E0;8.513044357E0;9.960409727E0
1.217792188E1;1.893411398E0;4.803946972E0;8.665487289E0;1.008729811E1
1.217992188E1;1.914480329E0;4.772171021E0;8.819472313E0;1.020891488E1
1.218192188E1;1.935079932E0;4.735434055E0;8.968622208E0;1.032497237E1
1.218392188E1;1.948889732E0;4.697462082E0;9.106959343E0;1.043077321E1
1.218592188E1;1.952327847E0;4.644359112E0;9.227952003E0;1.051364607E1
1.218792188E1;1.955890417E0;4.581659317E0;9.338679314E0;1.058432996E1
1.218992188E1;1.961090565E0;4.522723675E0;9.444905281E0;1.065397303E1
1.219192188E1;1.953927159E0;4.472253799E0;9.544082642E0;1.071953352E1
1.219392188E1;1.946304083E0;4.426390648E0;9.626501083E0;1.077267640E1
1.219609844E1;1.928213358E0;4.384166718E0;9.703086853E0;1.082075871E1
1.219792188E1;1.907652020E0;4.341329098E0;9.767633438E0;1.085785142E1
1.219992188E1;1.875157952E0;4.307034492E0;9.810643196E0;1.087729210E1
1.220192188E1;1.860744834E0;4.274463654E0;9.840111732E0;1.088858162E1
1.220392188E1;1.848591924E0;4.250320911E0;9.877652168E0;1.091102801E1
1.220592188E1;1.847873688E0;4.223036766E0;9.937995911E0;1.095501891E1
1.220792188E1;1.864364862E0;4.197064400E0;9.998694420E0;1.100295851E1
1.220992188E1;1.871930599E0;4.179625034E0;1.005393219E1;1.104784785E1
1.221192188E1;1.879017353E0;4.158833504E0;1.009725857E1;1.108066933E1
1.221392188E1;1.871288896E0;4.141212463E0;1.012777042E1;1.110058992E1
1.221606875E1;1.859576464E0;4.120200634E0;1.015380955E1;1.111458169E1
1.221829844E1;1.839005470E0;4.108335018E0;1.015505505E1;1.110790263E1
1.222010625E1;1.817802310E0;4.105126858E0;1.014543915E1;1.109443136E1
1.222192188E1;1.786764026E0;4.107080460E0;1.012448502E1;1.107094542E1
1.222392188E1;1.756721616E0;4.106314659E0;1.010276508E1;1.104598358E1
1.222592188E1;1.728441238E0;4.101851463E0;1.007505989E1;1.101451435E1
1.222792188E1;1.697048426E0;4.107109547E0;1.004926014E1;1.098799124E1
1.222992188E1;1.673805594E0;4.115718842E0;1.001378727E1;1.095521347E1
1.223192188E1;1.657027006E0;4.123859406E0;9.972443581E0;1.091794788E1
1.223392188E1;1.622962236E0;4.136471748E0;9.918746948E0;1.086857608E1
1.223592188E1;1.582002282E0;4.151124477E0;9.848117828E0;1.080370262E1
1.223792188E1;1.537527561E0;4.169961929E0;9.762893677E0;1.072691318E1
1.223992188E1;1.483370781E0;4.192572594E0;9.654254913E0;1.062933167E1
1.224192188E1;1.416879058E0;4.210251331E0;9.535501480E0;1.051948435E1
1.224392188E1;1.341040254E0;4.222308636E0;9.392405510E0;1.038477542E1
1.224592188E1;1.265009999E0;4.242190361E0;9.226152420E0;1.023319685E1
1.224792188E1;1.178349495E0;4.271590710E0;9.066783905E0;1.009165819E1
1.224992188E1;1.065218687E0;4.294163704E0;8.904026031E0;9.942646144E0
1.225192188E1;9.551619887E-1;4.317933083E0;8.749112129E0;9.803256784E0
1.225392188E1;8.479112983E-1;4.341588020E0;8.603794098E0;9.674379204E0
1.225592188E1;7.491170168E-1;4.362340927E0;8.462765694E0;9.550371608E0
1.225792188E1;6.666128039E-1;4.377060413E0;8.323001862E0;9.427374527E0
1.225992188E1;5.883798599E-1;4.386369228E0;8.191751480E0;9.310811897E0
1.226192188E1;5.288025737E-1;4.385086060E0;8.077893257E0;9.206572184E0
1.226392188E1;4.857930839E-1;4.386455059E0;7.989584923E0;9.127455842E0
1.226592188E1;4.500141740E-1;4.384961605E0;7.899122715E0;9.045802380E0
1.226792188E1;4.199142456E-1;4.381245613E0;7.812069416E0;8.966608593E0
1.226992188E1;3.843651414E-1;4.389807224E0;7.727880001E0;8.895969500E0
1.227192188E1;3.509133458E-1;4.397238731E0;7.655574799E0;8.835534740E0
1.227392188E1;3.228724599E-1;4.409784317E0;7.597108364E0;8.790136509E0
1.227609688E1;2.945825756E-1;4.420376301E0;7.547510147E0;8.751652127E0
1.227792188E1;2.792309523E-1;4.443437099E0;7.515466213E0;8.735235291E0
1.227992188E1;2.611595094E-1;4.463644505E0;7.501120090E0;8.732647317E0
1.228192188E1;2.637261152E-1;4.481342316E0;7.509030819E0;8.748572698E0
1.228392188E1;2.730347514E-1;4.493102551E0;7.539906025E0;8.781383796E0
1.228592188E1;2.872754931E-1;4.498503685E0;7.589130878E0;8.826889039E0
1.228792188E1;3.163315058E-1;4.499289036E0;7.644829750E0;8.876209177E0
1.228992188E1;3.490171432E-1;4.487413883E0;7.718206882E0;8.934730763E0
1.229192188E1;3.842502236E-1;4.464937210E0;7.811389446E0;9.005615893E0
1.229392188E1;4.249516726E-1;4.433573246E0;7.910270214E0;9.077969515E0
1.229592188E1;4.614871442E-1;4.405790806E0;8.011467934E0;9.154648080E0
1.229792188E1;4.936556816E-1;4.380661011E0;8.117560387E0;9.237352080E0
1.229992188E1;5.193119645E-1;4.346682549E0;8.238093376E0;9.328961173E0
1.230192188E1;5.438572764E-1;4.316333771E0;8.361299515E0;9.425383150E0
1.230392188E1;5.732868314E-1;4.275431156E0;8.475052834E0;9.509705037E0
1.230592188E1;6.002072096E-1;4.235189438E0;8.585645676E0;9.592204644E0
1.230792188E1;6.209697127E-1;4.191318512E0;8.689037323E0;9.667063869E0
1.230992188E1;6.424026489E-1;4.142667770E0;8.779231071E0;9.728785928E0
1.231192188E1;6.657795906E-1;4.100999355E0;8.863564491E0;9.788985324E0
1.231377188E1;6.899993420E-1;4.069903374E0;8.933868408E0;9.841454024E0
1.231592188E1;6.987046599E-1;4.055519104E0;8.966209412E0;9.865512385E0
1.231792188E1;7.213729620E-1;4.029699802E0;9.035181046E0;9.919342517E0
1.231992188E1;7.455448508E-1;4.019711494E0;9.097967148E0;9.974313202E0
1.232192188E1;7.728291750E-1;4.010613441E0;9.154057503E0;1.002392408E1
1.232392188E1;8.036760092E-1;4.000041008E0;9.192345619E0;1.005710899E1
1.232592188E1;8.199757934E-1;3.985043526E0;9.215301514E0;1.007346585E1
1.232792188E1;8.369554281E-1;3.982227802E0;9.235383987E0;1.009212317E1
1.232992188E1;8.472121954E-1;3.980666637E0;9.252162933E0;1.010771954E1
1.233192188E1;8.529295921E-1;3.968044519E0;9.276085854E0;1.012514864E1
1.233392188E1;8.692293167E-1;3.953027964E0;9.284474373E0;1.012834903E1
1.233592188E1;8.823782206E-1;3.928865671E0;9.275816917E0;1.011213906E1
1.233792188E1;8.916294575E-1;3.922353506E0;9.256682396E0;1.009287021E1
1.233992188E1;8.857206106E-1;3.911598921E0;9.225242615E0;1.005933439E1
1.234192188E1;8.848873973E-1;3.901705980E0;9.172703743E0;1.000723884E1
1.234392188E1;8.858067393E-1;3.896735668E0;9.115118027E0;9.952616696E0
1.234592188E1;8.826464415E-1;3.890798092E0;9.047534943E0;9.888137492E0
1.234792188E1;8.826368451E-1;3.881901026E0;8.967607498E0;9.811533398E0
1.234992188E1;8.725715876E-1;3.872803211E0;8.885964394E0;9.732437983E0
1.235192188E1;8.599589467E-1;3.872860670E0;8.789411545E0;9.643253313E0
1.235392188E1;8.374630213E-1;3.870351553E0;8.696516991E0;9.555646144E0
1.235609844E1;8.140094280E-1;3.870820761E0;8.607432365E0;9.472790330E0
1.235792188E1;7.936204076E-1;3.883663416E0;8.525081635E0;9.401579216E0
1.235992188E1;7.648995519E-1;3.896572828E0;8.451809883E0;9.338171204E0
1.236192188E1;7.452766895E-1;3.909118414E0;8.384016037E0;9.280537109E0
1.236392188E1;7.188829780E-1;3.921932220E0;8.316374779E0;9.222821398E0
1.236592188E1;6.787465811E-1;3.932706118E0;8.256394386E0;9.170328380E0
1.236792188E1;6.474496126E-1;3.945280552E0;8.197191238E0;9.120217861E0
1.236992188E1;6.182882190E-1;3.944313288E0;8.150427818E0;9.075756787E0
1.237192188E1;5.960413218E-1;3.939160824E0;8.114198685E0;9.039495204E0
1.237392188E1;5.789467096E-1;3.948393106E0;8.076140404E0;9.008275708E0
1.237592188E1;5.661424994E-1;3.955805302E0;8.044623375E0;8.982476171E0
1.237792188E1;5.559240580E-1;3.956696033E0;8.024052620E0;8.963811439E0
1.237992188E1;5.404479504E-1;3.956724882E0;8.013134003E0;8.953104061E0
1.238192188E1;5.132114887E-1;3.959770203E0;8.008767128E0;8.948939434E0
1.238392188E1;4.953794777E-1;3.960248947E0;8.017376900E0;8.955853109E0
1.238592188E1;4.616308212E-1;3.951304197E0;8.021542549E0;8.953828943E0
1.238792188E1;4.409832060E-1;3.939553499E0;8.024598122E0;8.950347645E0
1.238992188E1;4.136893451E-1;3.936728477E0;8.023094177E0;8.946452378E0
1.239192188E1;3.926011920E-1;3.924240351E0;8.015002251E0;8.932752045E0
1.239392188E1;3.681324422E-1;3.908572435E0;8.003442764E0;8.914457699E0
1.239592188E1;3.470251858E-1;3.889007092E0;7.984308243E0;8.887855802E0
1.239792188E1;3.275842667E-1;3.866444111E0;7.960165024E0;8.855559199E0
1.239992188E1;3.113324046E-1;3.859376431E0;7.927987099E0;8.822963999E0
1.240192188E1;2.982122004E-1;3.856532335E0;7.895091057E0;8.791713995E0
1.240392188E1;2.815485597E-1;3.860525608E0;7.865191936E0;8.766080753E0
1.240592188E1;2.626534998E-1;3.867095470E0;7.839161873E0;8.745048491E0
1.240792188E1;2.467943132E-1;3.884429455E0;7.812184334E0;8.728111118E0
1.240992188E1;2.331665158E-1;3.899895906E0;7.795520306E0;8.719730015E0
1.241192188E1;2.244324684E-1;3.918226004E0;7.777382374E0;8.711517752E0
1.241392188E1;2.301019430E-1;3.934458733E0;7.763897896E0;8.706952564E0
1.241592188E1;2.247580737E-1;3.948393106E0;7.753650665E0;8.703988910E0
1.241792188E1;2.174797058E-1;3.956428051E0;7.740798950E0;8.696009932E0
1.241992188E1;2.177765816E-1;3.961982489E0;7.734583378E0;8.693015122E0
1.242192188E1;2.209465057E-1;3.969940662E0;7.728310585E0;8.691146686E0
1.242392188E1;2.324195206E-1;3.975418806E0;7.709195137E0;8.676961633E0
1.242592188E1;2.391615957E-1;3.973522425E0;7.686862469E0;8.656438837E0
1.242792188E1;2.404161543E-1;3.976711750E0;7.666559696E0;8.639917468E0
1.242992188E1;2.395925671E-1;3.979565382E0;7.643651962E0;8.620890937E0
1.243192188E1;2.429444343E-1;3.986920357E0;7.622132778E0;8.605316032E0
1.243392188E1;2.600198686E-1;3.999379873E0;7.594992161E0;8.587581477E0
1.243609844E1;2.743755281E-1;4.015325069E0;7.557796001E0;8.562616291E0
1.243792188E1;2.828701437E-1;4.037208080E0;7.519334793E0;8.539289217E0
1.243992188E1;2.878117561E-1;4.060020447E0;7.480846405E0;8.516434968E0
1.244192188E1;2.991985977E-1;4.079001427E0;7.442280293E0;8.492073268E0
1.244392188E1;3.227192461E-1;4.105126858E0;7.397508621E0;8.466365692E0
1.244592188E1;3.569850326E-1;4.131127834E0;7.349605560E0;8.438622956E0
1.244792188E1;3.948996365E-1;4.161055565E0;7.308655262E0;8.419428180E0
1.244992188E1;4.401691854E-1;4.193013191E0;7.274341106E0;8.407802749E0
1.245192188E1;4.769154191E-1;4.223381519E0;7.242680073E0;8.397667201E0
1.245392188E1;5.085476041E-1;4.255980968E0;7.224493980E0;8.400315943E0
1.245592188E1;5.524093509E-1;4.297055721E0;7.211938858E0;8.413198325E0
1.245792188E1;5.879775882E-1;4.335142612E0;7.194863319E0;8.420524764E0
1.245992188E1;6.261220574E-1;4.363059044E0;7.178142071E0;8.423421908E0
1.246192188E1;6.554462314E-1;4.384041786E0;7.166592598E0;8.426712384E0
1.246392188E1;6.854503751E-1;4.403885365E0;7.142382145E0;8.418887766E0
1.246592188E1;7.089710236E-1;4.431628704E0;7.116534710E0;8.413503382E0
1.246792188E1;7.228956819E-1;4.455225945E0;7.086664677E0;8.401930291E0
1.246992188E1;7.334780097E-1;4.476075172E0;7.048510551E0;8.381810063E0
1.247192188E1;7.423270345E-1;4.502937794E0;7.009600163E0;8.364328583E0
1.247392188E1;7.523347735E-1;4.523537636E0;6.971570969E0;8.344531271E0
1.247592188E1;7.497873306E-1;4.546684742E0;6.941624165E0;8.331906698E0
1.247792188E1;7.429878712E-1;4.569429874E0;6.907597542E0;8.315444916E0
1.247992188E1;7.423461676E-1;4.587645054E0;6.869750023E0;8.294035830E0
1.248192188E1;7.352689505E-1;4.606492043E0;6.824154854E0;8.266164699E0
1.248392188E1;7.292163968E-1;4.620502949E0;6.785569668E0;8.241647880E0
1.248592188E1;7.280097008E-1;4.633096218E0;6.755843163E0;8.224171419E0
1.248792188E1;7.252611518E-1;4.649223804E0;6.722563744E0;8.205738785E0
1.248992188E1;7.394827008E-1;4.671527863E0;6.687464714E0;8.190982330E0
1.249192188E1;7.670830488E-1;4.692702293E0;6.661004543E0;8.184060896E0
1.249392188E1;7.939459682E-1;4.702834606E0;6.634065151E0;8.170546124E0
1.249592188E1;8.129272461E-1;4.710495949E0;6.611473083E0;8.158504711E0
1.249792188E1;8.211728334E-1;4.720771790E0;6.595738411E0;8.152531895E0
1.249992188E1;8.127548695E-1;4.731593609E0;6.582053185E0;8.146899575E0
1.250192188E1;7.974415421E-1;4.740040302E0;6.585453033E0;8.153041563E0
1.250392188E1;7.817547321E-1;4.742051601E0;6.606972218E0;8.170084194E0
1.250592188E1;7.626969218E-1;4.738317013E0;6.630301476E0;8.185001672E0
1.250792188E1;7.479390502E-1;4.747740269E0;6.666654587E0;8.218560328E0
1.250992188E1;7.374141216E-1;4.751992226E0;6.725714684E0;8.268037718E0
1.251192188E1;7.329417467E-1;4.752164364E0;6.788998604E0;8.319301160E0
1.251392188E1;7.172549367E-1;4.752222061E0;6.868294239E0;8.382811874E0
1.251609844E1;7.023438811E-1;4.753314018E0;6.962491512E0;8.459525350E0
1.251832188E1;6.902579069E-1;4.750517368E0;7.051373959E0;8.530284049E0
1.251992188E1;6.761896014E-1;4.743181705E0;7.146327972E0;8.603778737E0
1.252192188E1;6.712862253E-1;4.723740578E0;7.246338844E0;8.676046155E0
1.252392188E1;6.657604575E-1;4.715610027E0;7.333918571E0;8.744516941E0
1.252592188E1;6.640845537E-1;4.714959145E0;7.423710823E0;8.819485836E0
1.252792188E1;6.689207554E-1;4.703753948E0;7.496705055E0;8.875434799E0
1.252992188E1;6.689686775E-1;4.698122978E0;7.574708462E0;8.938461103E0
1.253192188E1;6.697061062E-1;4.694876671E0;7.645011902E0;8.996475988E0
1.253392188E1;6.686622500E-1;4.698295593E0;7.716703415E0;9.059172273E0
1.253592188E1;6.664500237E-1;4.710763931E0;7.787629604E0;9.125931586E0
1.253792188E1;6.758256555E-1;4.721710682E0;7.857482910E0;9.191916545E0
1.253992188E1;6.908324957E-1;4.735232830E0;7.939067364E0;9.269761059E0
1.254192188E1;7.138264775E-1;4.751542568E0;8.026820183E0;9.355027914E0
1.254392188E1;7.312849760E-1;4.774718285E0;8.117311478E0;9.445816960E0
1.254592188E1;7.509653568E-1;4.800451279E0;8.202353477E0;9.533461282E0
1.254792188E1;7.733367085E-1;4.826346874E0;8.291215897E0;9.624756353E0
1.254992188E1;7.872901559E-1;4.842014313E0;8.382282257E0;9.712238889E0
1.255192188E1;7.983896732E-1;4.852232933E0;8.469526291E0;9.793593115E0
1.255392188E1;8.129559755E-1;4.859559059E0;8.551255226E0;9.869152831E0
1.255592188E1;8.277329803E-1;4.862508774E0;8.611321449E0;9.923910044E0
1.255792188E1;8.232222795E-1;4.853324890E0;8.668341637E0;9.968580849E0
1.255992188E1;8.239118457E-1;4.857672215E0;8.704627991E0;1.000231766E1
1.256192188E1;8.133103251E-1;4.859616756E0;8.734430313E0;1.002834092E1
1.256392188E1;8.002379537E-1;4.860133648E0;8.745779037E0;1.003742650E1
1.256592188E1;7.839574218E-1;4.868599415E0;8.744428635E0;1.003906777E1
1.256792188E1;7.770812511E-1;4.873780727E0;8.732515335E0;1.003067385E1
1.256992188E1;7.700614333E-1;4.875073910E0;8.715315819E0;1.001579104E1
1.257192188E1;7.594886422E-1;4.881796360E0;8.681356430E0;9.988729056E0
1.257392188E1;7.481018901E-1;4.903641224E0;8.630618095E0;9.954542802E0
1.257592188E1;7.407659888E-1;4.927477837E0;8.574364662E0;9.917081296E0
1.257792031E1;7.395593524E-1;4.952856541E0;8.505842209E0;9.870516077E0
1.257992188E1;7.341388464E-1;4.981491089E0;8.434829712E0;9.823470140E0
1.258192188E1;7.280766964E-1;5.021263599E0;8.364114761E0;9.782719435E0
1.258392188E1;7.119685411E-1;5.056534767E0;8.296857834E0;9.742345353E0
1.258592188E1;7.030621171E-1;5.089057446E0;8.228161812E0;9.700280863E0
1.258792188E1;6.958603263E-1;5.116830349E0;8.162570953E0;9.658868411E0
1.258992188E1;6.822708845E-1;5.142094135E0;8.114227295E0;9.630540496E0
1.259192188E1;6.747913957E-1;5.161889076E0;8.061976433E0;9.596661204E0
1.259392188E1;6.764673591E-1;5.181176662E0;8.015030861E0;9.567806405E0
1.259609844E1;6.707882881E-1;5.199238777E0;7.979663372E0;9.547621082E0
1.259792188E1;6.684898734E-1;5.211219311E0;7.950741768E0;9.529846802E0
1.259992188E1;6.732494831E-1;5.218354225E0;7.929739952E0;9.516578240E0
1.260192188E1;6.722822785E-1;5.214657784E0;7.908871651E0;9.497097980E0
1.260392188E1;6.665266156E-1;5.221227169E0;7.900080204E0;9.492983625E0
1.260592188E1;6.619871855E-1;5.238206863E0;7.901785374E0;9.503433604E0
1.260792188E1;6.689878702E-1;5.254449368E0;7.910834789E0;9.520403877E0
1.260992188E1;6.713820100E-1;5.270231724E0;7.937793732E0;9.551683912E0
1.261192188E1;6.760076284E-1;5.282442093E0;7.972835541E0;9.587871888E0
1.261392188E1;6.732303500E-1;5.305541515E0;8.018142700E0;9.638081875E0
1.261592188E1;6.788710952E-1;5.321956158E0;8.072328568E0;9.692603975E0
1.261792188E1;6.795893312E-1;5.332136154E0;8.130727768E0;9.746909852E0
1.261992188E1;6.777027845E-1;5.344480515E0;8.195400238E0;9.807514369E0
1.262192188E1;6.654731631E-1;5.350101948E0;8.269113541E0;9.871407404E0
1.262392188E1;6.526210904E-1;5.347545624E0;8.340622902E0;9.929156504E0
1.262592188E1;6.349710226E-1;5.332480907E0;8.427378654E0;9.992960113E0
1.262792188E1;6.167367697E-1;5.326093197E0;8.516739845E0;1.006392024E1
1.262992188E1;6.006094217E-1;5.314543247E0;8.593939781E0;1.012229730E1
1.263192188E1;5.783337951E-1;5.299575329E0;8.657395363E0;1.016712659E1
1.263392188E1;5.530701876E-1;5.280689240E0;8.722057343E0;1.021106507E1
1.263592188E1;5.256326199E-1;5.267511845E0;8.792772293E0;1.026332379E1
1.263792188E1;4.957433939E-1;5.251652718E0;8.861803055E0;1.031296132E1
1.263992188E1;4.794819951E-1;5.235276222E0;8.918573380E0;1.035272772E1
1.264192188E1;4.648486376E-1;5.213201523E0;8.972471237E0;1.038743445E1
1.264392188E1;4.428028166E-1;5.192793369E0;9.027441978E0;1.042381341E1
1.264592188E1;4.371908009E-1;5.177125931E0;9.077443123E0;1.045914635E1
1.264792188E1;4.265892804E-1;5.146844387E0;9.127251625E0;1.048707337E1
1.264992188E1;4.251240194E-1;5.113669872E0;9.178172112E0;1.051518870E1
1.265192188E1;4.269436300E-1;5.102858067E0;9.229609489E0;1.055495773E1
1.265392188E1;4.231607914E-1;5.086931705E0;9.280451775E0;1.059163464E1
1.265592188E1;4.301901460E-1;5.067481041E0;9.331257820E0;1.062717273E1
1.265792188E1;4.373919070E-1;5.053077698E0;9.375904083E0;1.065985381E1
1.265992188E1;4.514506757E-1;5.045569420E0;9.415188789E0;1.069146194E1
1.266192188E1;4.652700126E-1;5.047676086E0;9.462047577E0;1.073433065E1
1.266392188E1;4.769920111E-1;5.040206432E0;9.502548218E0;1.076706204E1
1.266592188E1;4.960690141E-1;5.039737225E0;9.536718369E0;1.079787169E1
1.266792188E1;5.078485012E-1;5.049141407E0;9.563466072E0;1.082643165E1
1.266992188E1;5.192736387E-1;5.061389923E0;9.586555481E0;1.085308063E1
1.267192188E1;5.372300744E-1;5.084374428E0;9.605863571E0;1.088173214E1
1.267392188E1;5.503599048E-1;5.111381531E0;9.618092537E0;1.090581594E1
1.267609688E1;5.657306910E-1;5.141404152E0;9.623398781E0;1.092537834E1
1.267792188E1;5.766099691E-1;5.159159660E0;9.620870590E0;1.093208847E1
1.267992188E1;5.834478140E-1;5.172634125E0;9.624480247E0;1.094199137E1
1.268192188E1;5.881500244E-1;5.185295105E0;9.625878334E0;1.094946298E1
1.268392188E1;5.838404298E-1;5.199152946E0;9.616483688E0;1.094754856E1
1.268592188E1;5.753841400E-1;5.208700657E0;9.591009140E0;1.092927654E1
1.268792188E1;5.510111451E-1;5.221878529E0;9.573521614E0;1.091897178E1
1.268992188E1;5.247802734E-1;5.224789619E0;9.573120117E0;1.091872015E1
1.269192188E1;4.994209111E-1;5.226590157E0;9.554962158E0;1.090247530E1
1.269392188E1;4.635174572E-1;5.235448837E0;9.508466721E0;1.086442416E1
1.269592188E1;4.194928706E-1;5.253328800E0;9.441505432E0;1.081274538E1
1.269792188E1;3.581438363E-1;5.271314144E0;9.355123520E0;1.074399162E1
1.269992188E1;2.867104411E-1;5.300092220E0;9.263807297E0;1.067667111E1
1.270192188E1;2.206783593E-1;5.330613136E0;9.171554565E0;1.061044525E1
1.270392188E1;1.509400457E-1;5.362216949E0;9.089950562E0;1.055477876E1
1.270592188E1;8.131666481E-2;5.387739182E0;9.011056900E0;1.049921389E1
1.270792188E1;2.304179780E-2;5.416124821E0;8.934786797E0;1.044822253E1
1.270992188E1;-3.119166009E-2;5.443466663E0;8.847015381E0;1.038758795E1
1.271192188E1;-8.355764300E-2;5.469687939E0;8.756209373E0;1.032451794E1
1.271392188E1;-1.217978299E-1;5.483181477E0;8.665966034E0;1.025568531E1
1.271606875E1;-1.580077410E-1;5.498332024E0;8.572458267E0;1.018546328E1
1.271829844E1;-1.686954498E-1;5.504077911E0;8.480147362E0;1.011119336E1
1.272010781E1;-1.643284261E-1;5.496579647E0;8.378355026E0;1.002178749E1
1.272192188E1;-1.467741430E-1;5.481246948E0;8.252190590E0;9.907787861E0
1.272392188E1;-1.153717861E-1;5.459527016E0;8.119877815E0;9.785303348E0
1.272592188E1;-7.169197500E-2;5.443198204E0;7.990418434E0;9.668522802E0
1.272792188E1;-2.807919681E-2;5.431830406E0;7.872125626E0;9.564305091E0
1.272992188E1;1.396298409E-2;5.430279255E0;7.779948711E0;9.487661972E0
