"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
6.599218750E-1;1.227248669E0;5.408596992E0;8.121898651E0;9.834851215E0
6.619218750E-1;1.305950761E0;5.418930531E0;8.126552582E0;9.854500107E0
6.639218750E-1;1.365623951E0;5.421574116E0;8.100551605E0;9.842628256E0
6.659218750E-1;1.416285276E0;5.422522068E0;8.046969414E0;9.806290140E0
6.677718750E-1;1.449880600E0;5.407438278E0;7.980410576E0;9.748307312E0
6.699218750E-1;1.462924361E0;5.395984650E0;7.940944195E0;9.711611232E0
6.719218750E-1;1.491482258E0;5.364802837E0;7.855634212E0;9.628946863E0
6.739218750E-1;1.522750616E0;5.329023838E0;7.769587040E0;9.543780555E0
6.760968750E-1;1.557591081E0;5.298828125E0;7.694945335E0;9.471845289E0
6.779218750E-1;1.571065545E0;5.277060032E0;7.647942543E0;9.423727217E0
6.799218750E-1;1.559391499E0;5.265902996E0;7.620858669E0;9.393557530E0
6.819218750E-1;1.536148548E0;5.262570381E0;7.614365578E0;9.382588264E0
6.839218750E-1;1.509285688E0;5.270950317E0;7.609098434E0;9.378658727E0
6.859218750E-1;1.494470358E0;5.286636829E0;7.611138821E0;9.386767535E0
6.879218750E-1;1.482805729E0;5.304622173E0;7.610171318E0;9.394276807E0
6.899218750E-1;1.471466780E0;5.313595772E0;7.613082409E0;9.399922248E0
6.919218750E-1;1.449555039E0;5.331494808E0;7.621232510E0;9.413247668E0
6.939218750E-1;1.434308887E0;5.342460155E0;7.621423721E0;9.417283156E0
6.959218750E-1;1.426848412E0;5.363270283E0;7.613542557E0;9.421602559E0
6.979218750E-1;1.429118156E0;5.384367943E0;7.602069378E0;9.424715151E0
6.999218750E-1;1.447543979E0;5.399049282E0;7.586037636E0;9.423008210E0
7.019218750E-1;1.471074104E0;5.409890175E0;7.565390110E0;9.416267745E0
7.039218750E-1;1.507006407E0;5.420319557E0;7.554165840E0;9.418935925E0
7.059218750E-1;1.554210424E0;5.433018208E0;7.559538364E0;9.438213664E0
7.079218750E-1;1.613806844E0;5.462275505E0;7.590529442E0;9.489834742E0
7.099218750E-1;1.660110712E0;5.476324558E0;7.603275776E0;9.516086421E0
7.119218750E-1;1.694271207E0;5.458214760E0;7.566051006E0;9.481971900E0
7.139218750E-1;1.716096640E0;5.379962921E0;7.428623676E0;9.331314936E0
7.160687500E-1;1.736275077E0;5.285583496E0;7.197267056E0;9.096850944E0
7.182984370E-1;1.746407390E0;5.228419304E0;6.963210106E0;8.881024838E0
7.201078120E-1;1.733181715E0;5.239394665E0;6.780599594E0;8.742522872E0
7.219218750E-1;1.719917893E0;5.343063354E0;6.698181629E0;8.739112124E0
7.239218750E-1;1.668739438E0;5.482272148E0;6.667756081E0;8.791983301E0
7.259218750E-1;1.511593580E0;5.550017834E0;6.738720417E0;8.859907785E0
7.279218750E-1;1.257472992E0;5.511116982E0;6.996882439E0;8.994999309E0
7.299218750E-1;9.596247673E-1;5.412208080E0;7.409872055E0;9.226000210E0
7.319218750E-1;6.823666096E-1;5.312800884E0;7.938023567E0;9.576204654E0
7.339218750E-1;4.623395205E-1;5.245839119E0;8.554760933E0;1.004572150E1
7.359218750E-1;3.743669391E-1;5.206555843E0;9.114380836E0;1.050334768E1
7.379218750E-1;4.250953197E-1;5.149439335E0;9.497328758E0;1.081187704E1
7.399218750E-1;5.728175640E-1;5.056956291E0;9.699122429E0;1.095325992E1
7.419218750E-1;7.777994871E-1;4.950031281E0;9.756965637E0;1.096841648E1
7.439218750E-1;9.805405140E-1;4.832408905E0;9.756085396E0;1.093136944E1
7.459218750E-1;1.129641891E0;4.714326859E0;9.770699501E0;1.090722409E1
7.479218750E-1;1.218935966E0;4.617821217E0;9.815642357E0;1.091590182E1
7.499218750E-1;1.284441233E0;4.549222469E0;9.867903709E0;1.094169722E1
7.519218750E-1;1.396470785E0;4.510484219E0;9.902734756E0;1.097081374E1
7.539218750E-1;1.552534461E0;4.482520103E0;9.906661034E0;1.098386465E1
7.560968750E-1;1.717734337E0;4.457429409E0;9.874588013E0;1.096935625E1
7.579218750E-1;1.845106006E0;4.479359627E0;9.824596405E0;1.095407565E1
7.599218750E-1;1.914547324E0;4.557908535E0;9.775448799E0;1.095442472E1
7.619218750E-1;1.924114466E0;4.675866127E0;9.728637695E0;1.096413845E1
7.639218750E-1;1.907642484E0;4.806015015E0;9.669365883E0;1.096510450E1
7.659218750E-1;1.884782553E0;4.938261032E0;9.588471413E0;1.094886347E1
7.679218750E-1;1.874114037E0;5.068017483E0;9.483442307E0;1.091479650E1
7.699218750E-1;1.875224948E0;5.180305481E0;9.362803459E0;1.086343049E1
7.719218750E-1;1.894847870E0;5.272846222E0;9.238601685E0;1.080486542E1
7.739218750E-1;1.932168722E0;5.339328289E0;9.115386963E0;1.073927288E1
7.759218750E-1;1.974507689E0;5.389664173E0;9.001996994E0;1.067628729E1
7.779218750E-1;2.018656731E0;5.421411037E0;8.901115417E0;1.061586211E1
7.799218750E-1;2.032035589E0;5.443322659E0;8.799639702E0;1.054478967E1
7.819218750E-1;2.020409346E0;5.465579510E0;8.708363533E0;1.047808230E1
7.839218750E-1;1.984467626E0;5.477425575E0;8.612604141E0;1.039794464E1
7.859218750E-1;1.928012371E0;5.481524944E0;8.511683464E0;1.030597413E1
7.879218750E-1;1.861558795E0;5.470482826E0;8.411624908E0;1.020524459E1
7.899218750E-1;1.783661127E0;5.448915482E0;8.314680099E0;1.009980357E1
7.919218750E-1;1.710331559E0;5.424878120E0;8.229656219E0;1.000408807E1
7.939218750E-1;1.651596904E0;5.405149937E0;8.154095650E0;9.921325216E0
7.959218750E-1;1.584932685E0;5.390544891E0;8.081187248E0;9.842538960E0
7.979218750E-1;1.534261942E0;5.387768269E0;8.015059471E0;9.778710802E0
7.999218750E-1;1.476772308E0;5.391560078E0;7.962645531E0;9.729003051E0
8.019218750E-1;1.403701305E0;5.397851944E0;7.923897743E0;9.689960702E0
8.039218750E-1;1.323016763E0;5.419332981E0;7.879490376E0;9.654320892E0
8.059218750E-1;1.251899242E0;5.443255901E0;7.840359211E0;9.626396994E0
8.079218750E-1;1.182285547E0;5.457937241E0;7.807568550E0;9.599218963E0
8.099218750E-1;1.111426711E0;5.468117237E0;7.777909279E0;9.572431677E0
8.119218750E-1;1.036689281E0;5.468586445E0;7.754110813E0;9.544967097E0
8.139218750E-1;9.636086822E-1;5.455600739E0;7.732783318E0;9.512521167E0
8.159218750E-1;8.874348402E-1;5.423364639E0;7.725638866E0;9.480818556E0
8.179218750E-1;7.923562527E-1;5.383946896E0;7.726213455E0;9.450348510E0
8.199218750E-1;7.052264810E-1;5.336196899E0;7.743758202E0;9.430701608E0
8.219218750E-1;6.221476793E-1;5.281091690E0;7.785206318E0;9.427960256E0
8.239218750E-1;5.360234380E-1;5.229836941E0;7.836519241E0;9.436606878E0
8.259218750E-1;4.430230856E-1;5.187315941E0;7.890963554E0;9.453667116E0
8.279218750E-1;3.465750813E-1;5.151891232E0;7.966840267E0;9.493821222E0
8.299218750E-1;2.624427974E-1;5.129193783E0;8.061047554E0;9.558137515E0
8.319218750E-1;1.781094521E-1;5.118084908E0;8.155053139E0;9.629714834E0
8.339218750E-1;1.068867445E-1;5.116016388E0;8.262016296E0;9.718331222E0
8.360968750E-1;5.944324285E-2;5.110011578E0;8.379869461E0;9.815190472E0
8.379218750E-1;1.045787334E-2;5.107061863E0;8.497777939E0;9.914354247E0
8.399218750E-1;-2.866338380E-2;5.106027603E0;8.624192238E0;1.002242641E1
8.419218750E-1;-3.521391749E-2;5.130199909E0;8.766809464E0;1.015761484E1
8.439218750E-1;-4.061523825E-2;5.168143272E0;8.922624588E0;1.031138129E1
8.459218750E-1;-4.049073905E-2;5.196116924E0;9.067531586E0;1.045090425E1
8.479218750E-1;-2.532107756E-2;5.222491264E0;9.212198257E0;1.058960117E1
8.499218750E-1;-4.922478460E-3;5.245054245E0;9.333431244E0;1.070623916E1
8.519218750E-1;2.229480632E-2;5.273707867E0;9.435279846E0;1.080911641E1
8.539218750E-1;6.186617166E-2;5.303721905E0;9.507747650E0;1.088717405E1
8.559218750E-1;1.155441776E-1;5.333725929E0;9.561139107E0;1.094885217E1
8.579218750E-1;1.747384220E-1;5.366143703E0;9.592751503E0;1.099303930E1
8.599218750E-1;2.380506843E-1;5.424447060E0;9.608631134E0;1.103662477E1
8.619218750E-1;3.272586465E-1;5.525482655E0;9.612174034E0;1.109197667E1
8.639218750E-1;4.307264686E-1;5.633154392E0;9.585808754E0;1.112680022E1
8.659218750E-1;5.481955409E-1;5.711607456E0;9.450373650E0;1.105588261E1
8.679218750E-1;6.683270335E-1;5.764395237E0;9.326986313E0;1.098487993E1
8.699218750E-1;7.527753115E-1;5.795366287E0;9.271153450E0;1.095934429E1
8.719218750E-1;8.066065907E-1;5.814836025E0;9.251090050E0;1.095653227E1
8.739218750E-1;8.409489989E-1;5.830187321E0;9.256481171E0;1.097181494E1
8.759218750E-1;8.543469310E-1;5.832993507E0;9.272771835E0;1.098808534E1
8.779218750E-1;8.490030766E-1;5.828683853E0;9.292346954E0;1.100191227E1
8.799218750E-1;8.463981748E-1;5.808562756E0;9.309164047E0;1.100528629E1
8.819218750E-1;8.594513535E-1;5.777524948E0;9.319928169E0;1.099906870E1
8.839218750E-1;8.820813894E-1;5.738786697E0;9.313290596E0;1.097493153E1
8.859218750E-1;9.088293910E-1;5.686161995E0;9.307517052E0;1.094478336E1
8.879218750E-1;9.409212470E-1;5.632205963E0;9.296895981E0;1.091051565E1
8.899218750E-1;9.656773210E-1;5.578260422E0;9.288899422E0;1.087810528E1
8.919218750E-1;9.817951322E-1;5.526047230E0;9.299720764E0;1.086213266E1
8.939218750E-1;9.695367217E-1;5.479417801E0;9.327455521E0;1.086118996E1
8.959218750E-1;9.287204146E-1;5.436418056E0;9.366806984E0;1.086987746E1
8.979218750E-1;8.767088056E-1;5.397699356E0;9.414058685E0;1.088706928E1
8.999218750E-1;8.273882270E-1;5.350619793E0;9.480923653E0;1.091794929E1
9.019218750E-1;7.809407115E-1;5.296989441E0;9.552280426E0;1.095052633E1
9.039218750E-1;7.451425791E-1;5.230181694E0;9.632208824E0;1.098587661E1
9.059218750E-1;7.029759288E-1;5.164513111E0;9.707769394E0;1.101849161E1
9.079218750E-1;6.723493338E-1;5.095359325E0;9.783426285E0;1.105125197E1
9.099218750E-1;6.507823467E-1;5.027880669E0;9.844095230E0;1.107290895E1
9.119218750E-1;6.494607329E-1;4.960757256E0;9.905157089E0;1.109698377E1
9.139218750E-1;6.437146664E-1;4.892416954E0;9.964543343E0;1.111945306E1
9.160968750E-1;6.268307567E-1;4.832542896E0;1.001889133E1;1.114112073E1
9.179218750E-1;5.982248187E-1;4.790146351E0;1.007505989E1;1.117184885E1
9.199218750E-1;5.631545186E-1;4.771395206E0;1.013264465E1;1.121400209E1
9.219218750E-1;5.035389066E-1;4.755114079E0;1.020255566E1;1.126751096E1
9.239218750E-1;4.607593417E-1;4.731823921E0;1.027066612E1;1.131764284E1
9.259218750E-1;4.345667660E-1;4.699875355E0;1.033207226E1;1.135911061E1
9.279218750E-1;4.139766097E-1;4.669947624E0;1.038357639E1;1.139291210E1
9.299218750E-1;4.045338929E-1;4.639167786E0;1.043827915E1;1.142992551E1
9.319218750E-1;3.912796080E-1;4.599864960E0;1.049881363E1;1.146895571E1
9.339218750E-1;3.291931450E-1;4.567523956E0;1.057060146E1;1.151990705E1
9.359218750E-1;2.209848166E-1;4.524322987E0;1.064276314E1;1.156662181E1
9.379218750E-1;1.238568425E-1;4.507371902E0;1.064643097E1;1.156193039E1
9.399218750E-1;6.144479290E-2;4.506443024E0;1.061540222E1;1.153250053E1
9.419218750E-1;1.340753026E-2;4.522876740E0;1.061810207E1;1.154126013E1
9.439218750E-1;-5.978800729E-2;4.541992188E0;1.062677956E1;1.155689021E1
9.459218750E-1;-1.254274398E-1;4.535795689E0;1.063527298E1;1.156279404E1
9.479218750E-1;-1.606892347E-1;4.492249966E0;1.064491844E1;1.155510361E1
9.499218750E-1;-1.570500433E-1;4.443236351E0;1.062935543E1;1.152172777E1
9.519218750E-1;-1.260882467E-1;4.394729614E0;1.060059547E1;1.147615663E1
9.539218750E-1;-9.097966552E-2;4.366372585E0;1.055873680E1;1.142630341E1
9.559218750E-1;-5.638823658E-2;4.357571602E0;1.050997066E1;1.137765764E1
9.579218750E-1;-4.609316960E-2;4.384865761E0;1.045949078E1;1.134152193E1
9.599218750E-1;-6.811982393E-2;4.437671661E0;1.040193462E1;1.130919157E1
9.619218750E-1;-1.182735637E-1;4.495343685E0;1.033692741E1;1.127271803E1
9.639218750E-1;-1.689157188E-1;4.545506954E0;1.025846481E1;1.122168732E1
9.660984370E-1;-2.241068631E-1;4.582664967E0;1.016319466E1;1.115085502E1
9.679906250E-1;-2.616383731E-1;4.611347198E0;1.004539108E1;1.105634929E1
9.699218750E-1;-2.951188684E-1;4.625597477E0;9.903117180E0;1.093411986E1
9.719218750E-1;-3.239833713E-1;4.623424053E0;9.750185966E0;1.079570014E1
9.739218750E-1;-3.568413854E-1;4.616518974E0;9.591104507E0;1.065029900E1
9.759218750E-1;-3.970448375E-1;4.611289978E0;9.432618141E0;1.050694651E1
9.779218750E-1;-4.417493641E-1;4.607918739E0;9.285623550E0;1.037549335E1
9.799218750E-1;-4.920275807E-1;4.612726688E0;9.141090393E0;1.025079861E1
9.819218750E-1;-5.367034078E-1;4.609575748E0;9.003883362E0;1.012946962E1
9.839218750E-1;-5.685654283E-1;4.600516319E0;8.876195908E0;1.001373411E1
9.859218750E-1;-5.861771703E-1;4.602086544E0;8.773101807E0;9.924218838E0
9.879218750E-1;-6.225020289E-1;4.606654644E0;8.677362442E0;9.844053776E0
9.899218750E-1;-6.428910494E-1;4.606789112E0;8.599197388E0;9.776605267E0
9.919218750E-1;-6.458694339E-1;4.601847172E0;8.537723541E0;9.720435586E0
9.939218750E-1;-6.490201950E-1;4.596024513E0;8.480665207E0;9.667799692E0
9.960968750E-1;-6.425750256E-1;4.599557877E0;8.441840172E0;9.635014313E0
9.979218750E-1;-6.280373931E-1;4.604068756E0;8.425588608E0;9.621976069E0
9.999218750E-1;-6.252697110E-1;4.602374077E0;8.436697006E0;9.630714705E0
1.001921875E0;-6.193704009E-1;4.600630760E0;8.449511528E0;9.640729648E0
1.003921875E0;-6.026971936E-1;4.602307320E0;8.478912354E0;9.666252183E0
1.005921875E0;-5.958210230E-1;4.596129894E0;8.519134521E0;9.698199095E0
1.007921875E0;-5.939056873E-1;4.591456413E0;8.562517166E0;9.734007201E0
1.009921875E0;-5.847981572E-1;4.587347984E0;8.596476555E0;9.761411761E0
1.011921875E0;-5.810727477E-1;4.577934265E0;8.623723030E0;9.780783536E0
1.013921875E0;-5.837063789E-1;4.561327457E0;8.641488075E0;9.788857822E0
1.015921875E0;-6.007243395E-1;4.546761036E0;8.642100334E0;9.783649822E0
1.017921875E0;-6.292824149E-1;4.533391953E0;8.638892174E0;9.776405113E0
1.019921875E0;-6.484456062E-1;4.512725353E0;8.635282516E0;9.764900202E0
1.021921875E0;-6.887447834E-1;4.497230053E0;8.622735977E0;9.749411431E0
1.023921875E0;-7.339281440E-1;4.494012356E0;8.611905098E0;9.741648063E0
1.025921875E0;-7.849916816E-1;4.482922554E0;8.600173950E0;9.730148947E0
1.027921875E0;-8.379514217E-1;4.456988335E0;8.586507797E0;9.710562484E0
1.029921875E0;-8.778197169E-1;4.429455280E0;8.583232880E0;9.698583825E0
1.031921875E0;-9.015414715E-1;4.388437271E0;8.591583252E0;9.689502644E0
1.033921875E0;-9.009955525E-1;4.346117496E0;8.605834007E0;9.683021700E0
1.035921875E0;-8.986300826E-1;4.303932190E0;8.628157616E0;9.683825286E0
1.037921875E0;-8.912272453E-1;4.269953728E0;8.664979935E0;9.700962226E0
1.039921875E0;-8.770822883E-1;4.240849495E0;8.728943825E0;9.744154046E0
1.041921875E0;-8.541458249E-1;4.213258743E0;8.814712524E0;9.807154083E0
1.043921875E0;-8.162791133E-1;4.200789452E0;8.925574303E0;9.898425139E0
1.045921875E0;-7.602643967E-1;4.195618153E0;9.053530693E0;1.000737886E1
1.047921875E0;-7.006679177E-1;4.196863174E0;9.182989120E0;1.012086386E1
1.049921875E0;-6.567103863E-1;4.198931694E0;9.328001022E0;1.025055603E1
1.051921875E0;-6.130880117E-1;4.201239586E0;9.465313911E0;1.037393168E1
1.053921875E0;-5.661137700E-1;4.197121620E0;9.581709862E0;1.047594762E1
1.055921875E0;-5.117749572E-1;4.183321953E0;9.681194305E0;1.055876978E1
1.057921875E0;-4.586715698E-1;4.159954071E0;9.759360313E0;1.061888465E1
1.059921875E0;-4.137180448E-1;4.147303104E0;9.808891296E0;1.065765613E1
1.061921875E0;-3.845949769E-1;4.132085323E0;9.837765694E0;1.067725041E1
1.063921875E0;-3.499939740E-1;4.095712662E0;9.867539406E0;1.068951317E1
1.065921875E0;-3.072909713E-1;4.035905838E0;9.879117966E0;1.067613860E1
1.067921875E0;-2.635345757E-1;3.970046043E0;9.877288818E0;1.064854687E1
1.069921875E0;-2.185523063E-1;3.908907652E0;9.874932289E0;1.062269325E1
1.071921875E0;-1.831659973E-1;3.852423906E0;9.867156029E0;1.059412516E1
1.073921875E0;-1.667992473E-1;3.794426441E0;9.847399712E0;1.055446707E1
1.076096875E0;-1.718653738E-1;3.750612736E0;9.825267792E0;1.051819950E1
1.077921875E0;-2.063993365E-1;3.717199326E0;9.792006493E0;1.047585618E1
1.079921875E0;-2.631706595E-1;3.673959970E0;9.758603096E0;1.043060761E1
1.081921875E0;-3.539587855E-1;3.644185781E0;9.717863083E0;1.038471183E1
1.083921875E0;-4.669459462E-1;3.613128185E0;9.671032906E0;1.033448650E1
1.085921875E0;-5.990483761E-1;3.579666853E0;9.625926018E0;1.028743532E1
1.087921875E0;-7.388123274E-1;3.541177511E0;9.569920540E0;1.023079474E1
1.089921875E0;-8.716234565E-1;3.494404316E0;9.497712135E0;1.015761413E1
1.091921875E0;-9.871006608E-1;3.430938959E0;9.425407410E0;1.007888956E1
1.093921875E0;-1.091066360E0;3.368172646E0;9.353744507E0;1.000137736E1
1.095921875E0;-1.186192870E0;3.325977087E0;9.275453568E0;9.924878639E0
1.097921875E0;-1.261332512E0;3.285524607E0;9.187040329E0;9.838055786E0
1.099921875E0;-1.341605306E0;3.252178192E0;9.083878517E0;9.741325203E0
1.101921875E0;-1.425593853E0;3.237707853E0;8.985832214E0;9.657134697E0
1.103921875E0;-1.510904074E0;3.238531351E0;8.874932289E0;9.567410285E0
1.105921875E0;-1.589452982E0;3.253442287E0;8.752616882E0;9.472040424E0
1.107921875E0;-1.656797171E0;3.284145594E0;8.610296249E0;9.363107959E0
1.109921875E0;-1.711490393E0;3.329664230E0;8.451943398E0;9.243982391E0
1.111921875E0;-1.759843588E0;3.385889530E0;8.273796082E0;9.111366471E0
1.113921875E0;-1.801426172E0;3.453329563E0;8.076896667E0;8.966988408E0
1.115921875E0;-1.856329918E0;3.540641308E0;7.833415985E0;8.794572624E0
1.117921875E0;-1.860313892E0;3.680941343E0;7.617267609E0;8.662151163E0
1.119921875E0;-1.791217208E0;3.868723392E0;7.430682659E0;8.566826983E0
1.121921875E0;-1.682692885E0;4.004216194E0;7.253664970E0;8.454635307E0
1.123921875E0;-1.558606148E0;4.099486351E0;7.105971813E0;8.350441717E0
1.125921875E0;-1.428342462E0;4.174951553E0;7.012080669E0;8.284905429E0
1.127923437E0;-1.279949784E0;4.210309029E0;6.932880402E0;8.211565273E0
1.129921875E0;-1.129660964E0;4.234289646E0;6.846296310E0;8.128783173E0
1.131921875E0;-1.026288986E0;4.253739834E0;6.750968933E0;8.045070117E0
1.133921875E0;-9.897821546E-1;4.287967205E0;6.669192314E0;7.990272685E0
1.135921875E0;-1.021759152E0;4.315730572E0;6.611329556E0;7.961105490E0
1.137923437E0;-1.094964266E0;4.336771011E0;6.591332912E0;7.965688866E0
1.139921875E0;-1.164961100E0;4.347582817E0;6.614633083E0;8.000748811E0
1.141921875E0;-1.223954201E0;4.349009991E0;6.668982029E0;8.055263688E0
1.143921875E0;-1.249524236E0;4.347267151E0;6.752998829E0;8.127917057E0
1.145921875E0;-1.233262777E0;4.342852116E0;6.880054474E0;8.229000616E0
1.147923437E0;-1.202253222E0;4.346107960E0;7.035879135E0;8.356893108E0
1.149921875E0;-1.195875049E0;4.347535133E0;7.214735508E0;8.507854449E0
1.151921875E0;-1.197091341E0;4.363777161E0;7.392097473E0;8.667103544E0
1.153771875E0;-1.215622425E0;4.380038738E0;7.561061382E0;8.822251779E0
1.156287500E0;-1.230533481E0;4.382174492E0;7.639093399E0;8.892323312E0
1.157945312E0;-1.291901588E0;4.377510548E0;7.844649792E0;9.075799616E0
1.159771875E0;-1.341078639E0;4.350034714E0;7.942543983E0;9.154523410E0
1.161921875E0;-1.357972026E0;4.331570625E0;7.984797001E0;9.184964630E0
1.163921875E0;-1.394249082E0;4.287852764E0;8.060070038E0;9.235493535E0
1.165921875E0;-1.427039981E0;4.237315655E0;8.122510910E0;9.271810532E0
1.167921875E0;-1.455214977E0;4.192649364E0;8.179675102E0;9.306075655E0
1.169921875E0;-1.478381276E0;4.151134014E0;8.214170456E0;9.321487064E0
1.171921875E0;-1.502524376E0;4.122479916E0;8.237011909E0;9.332780151E0
1.173921875E0;-1.528937221E0;4.108363628E0;8.273959160E0;9.363476967E0
1.175921875E0;-1.561680317E0;4.108431339E0;8.306730270E0;9.397862590E0
1.177921875E0;-1.589395642E0;4.111581326E0;8.345707893E0;9.438332466E0
1.179921875E0;-1.596836805E0;4.093941212E0;8.390164375E0;9.471277668E0
1.181921875E0;-1.590113878E0;4.064779758E0;8.424956322E0;9.488455388E0
1.183921875E0;-1.588456988E0;4.036174297E0;8.453255653E0;9.501127812E0
1.185921875E0;-1.591272593E0;4.001620770E0;8.464556694E0;9.497043607E0
1.187921875E0;-1.604038596E0;3.939955711E0;8.440787315E0;9.452146916E0
1.189921875E0;-1.679206967E0;3.801427364E0;8.324448586E0;9.304140492E0
1.191921875E0;-1.763166785E0;3.679485798E0;8.206422806E0;9.164755759E0
1.193921875E0;-1.828241110E0;3.603800297E0;8.111583710E0;9.062429719E0
1.195921875E0;-1.861951590E0;3.566872120E0;8.020623207E0;8.973284631E0
1.197921875E0;-1.870235443E0;3.558339119E0;7.943118572E0;8.902398022E0
1.199921875E0;-1.849396348E0;3.578421593E0;7.904839993E0;8.871970652E0
1.201921875E0;-1.793199539E0;3.622628212E0;7.907310963E0;8.880572415E0
1.203921875E0;-1.698111415E0;3.666719913E0;7.938818455E0;8.908044441E0
1.205921875E0;-1.579167604E0;3.716117144E0;7.990504265E0;8.952734518E0
1.207921875E0;-1.441893578E0;3.766031504E0;8.048262596E0;9.002032059E0
1.209921875E0;-1.296929479E0;3.809960127E0;8.111057281E0;9.054671306E0
1.211921875E0;-1.138797283E0;3.838240385E0;8.163634300E0;9.092517445E0
1.213921875E0;-9.735973477E-1;3.859108448E0;8.219064713E0;9.132011529E0
1.216068750E0;-8.059744835E-1;3.881757498E0;8.294913292E0;9.193651215E0
1.218300000E0;-6.374034882E-1;3.898239374E0;8.395756721E0;9.278538913E0
1.220110937E0;-4.687655270E-1;3.910162449E0;8.536430359E0;9.401050727E0
1.221921875E0;-3.095319867E-1;3.922296047E0;8.703085899E0;9.551121427E0
1.223921875E0;-1.702564657E-1;3.942800045E0;8.902475357E0;9.738004259E0
1.225921875E0;-3.625778854E-2;3.967335939E0;9.110405922E0;9.936828727E0
1.227921875E0;9.820057452E-2;3.994236946E0;9.313923836E0;1.013472986E1
1.229921875E0;2.250358164E-1;4.011054039E0;9.494896889E0;1.030981390E1
1.231921875E0;3.345561922E-1;4.021377563E0;9.642063141E0;1.045240580E1
1.233921875E0;4.432337582E-1;4.029135227E0;9.755748749E0;1.056432774E1
1.236096875E0;5.588161945E-1;4.045473099E0;9.837745667E0;1.065173075E1
1.237921875E0;6.664116979E-1;4.059924126E0;9.894067764E0;1.071539385E1
1.239921875E0;7.563091516E-1;4.065900326E0;9.932537079E0;1.075912830E1
1.241921875E0;8.100446463E-1;4.067327499E0;9.957906723E0;1.078699363E1
1.243921875E0;8.358445168E-1;4.051611900E0;9.973401070E0;1.079735727E1
1.245921875E0;8.248791099E-1;4.021847248E0;9.985822678E0;1.079686692E1
1.247921875E0;7.821952701E-1;3.992752790E0;9.986062050E0;1.078310436E1
1.249921875E0;7.053222656E-1;3.960306406E0;9.970212936E0;1.075112331E1
1.251921875E0;5.906495452E-1;3.923502922E0;9.927968979E0;1.069145968E1
